S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
CONTIG	k105_28	4135	unaligned
CONTIG	k105_31	2570	unaligned
CONTIG	k105_58	2993	unaligned
CONTIG	k105_63	9528	unaligned
CONTIG	k105_118	3195	unaligned
CONTIG	k105_254	2729	unaligned
CONTIG	k105_428	3746	unaligned
CONTIG	k105_493	3054	unaligned
CONTIG	k105_520	2617	unaligned
CONTIG	k105_644	3448	unaligned
CONTIG	k105_653	2936	unaligned
CONTIG	k105_719	3467	unaligned
CONTIG	k105_741	2714	unaligned
CONTIG	k105_793	4014	unaligned
CONTIG	k105_1001	4196	unaligned
CONTIG	k105_1021	2796	unaligned
CONTIG	k105_1038	3170	unaligned
CONTIG	k105_1525	5239	unaligned
CONTIG	k105_1708	3907	unaligned
CONTIG	k105_1803	2648	unaligned
CONTIG	k105_1828	3786	unaligned
CONTIG	k105_2039	3132	unaligned
CONTIG	k105_2111	3057	unaligned
CONTIG	k105_2131	3232	unaligned
CONTIG	k105_2147	5803	unaligned
CONTIG	k105_2266	3066	unaligned
CONTIG	k105_2270	3036	unaligned
CONTIG	k105_2292	3254	unaligned
CONTIG	k105_2360	3173	unaligned
CONTIG	k105_2364	10677	unaligned
CONTIG	k105_2384	2621	unaligned
CONTIG	k105_2389	3503	unaligned
CONTIG	k105_2432	3606	unaligned
CONTIG	k105_2460	22291	unaligned
CONTIG	k105_2461	4907	unaligned
CONTIG	k105_2488	27516	unaligned
CONTIG	k105_2619	3336	unaligned
CONTIG	k105_2715	4410	unaligned
CONTIG	k105_2718	3170	unaligned
CONTIG	k105_2724	9059	unaligned
CONTIG	k105_2740	2950	unaligned
CONTIG	k105_2754	4367	unaligned
CONTIG	k105_2771	2956	unaligned
CONTIG	k105_2908	2867	unaligned
CONTIG	k105_3022	2522	unaligned
CONTIG	k105_3046	11545	unaligned
CONTIG	k105_3055	2793	unaligned
CONTIG	k105_3095	19023	unaligned
CONTIG	k105_3118	4188	unaligned
CONTIG	k105_3293	3356	unaligned
CONTIG	k105_3370	2671	unaligned
CONTIG	k105_3429	4346	unaligned
CONTIG	k105_3439	3215	unaligned
CONTIG	k105_3479	12674	unaligned
CONTIG	k105_3505	2533	unaligned
CONTIG	k105_3509	6622	unaligned
CONTIG	k105_3525	6549	unaligned
CONTIG	k105_3588	4363	unaligned
CONTIG	k105_3593	2830	unaligned
CONTIG	k105_3609	2989	unaligned
CONTIG	k105_3690	3039	unaligned
CONTIG	k105_3757	3551	unaligned
CONTIG	k105_3804	4077	unaligned
CONTIG	k105_3921	2527	unaligned
CONTIG	k105_3950	3231	unaligned
CONTIG	k105_3958	4592	unaligned
CONTIG	k105_4043	2826	unaligned
CONTIG	k105_4048	4668	unaligned
CONTIG	k105_4081	10207	unaligned
CONTIG	k105_4103	8624	unaligned
CONTIG	k105_4121	2760	unaligned
CONTIG	k105_4124	4538	unaligned
CONTIG	k105_4183	5450	unaligned
CONTIG	k105_4223	5497	unaligned
CONTIG	k105_4266	3795	unaligned
CONTIG	k105_4294	2536	unaligned
CONTIG	k105_4368	12833	unaligned
CONTIG	k105_4372	8751	unaligned
CONTIG	k105_4461	6266	unaligned
CONTIG	k105_4474	5535	unaligned
CONTIG	k105_4487	2516	unaligned
CONTIG	k105_4602	3643	unaligned
CONTIG	k105_4724	4142	unaligned
CONTIG	k105_4758	2677	unaligned
CONTIG	k105_4800	4875	unaligned
CONTIG	k105_4858	3389	unaligned
CONTIG	k105_4941	2626	unaligned
CONTIG	k105_4975	3867	unaligned
CONTIG	k105_5081	2790	unaligned
CONTIG	k105_5142	2854	unaligned
CONTIG	k105_5210	4976	unaligned
CONTIG	k105_5222	2713	unaligned
CONTIG	k105_5223	3526	unaligned
CONTIG	k105_5283	3276	unaligned
CONTIG	k105_5317	3713	unaligned
CONTIG	k105_5334	2781	unaligned
CONTIG	k105_5383	4259	unaligned
CONTIG	k105_5450	3564	unaligned
CONTIG	k105_5454	2929	unaligned
CONTIG	k105_5479	7318	unaligned
CONTIG	k105_5560	3315	unaligned
CONTIG	k105_5652	2565	unaligned
CONTIG	k105_5755	2512	unaligned
CONTIG	k105_5784	3682	unaligned
CONTIG	k105_5785	5739	unaligned
CONTIG	k105_5914	3874	unaligned
CONTIG	k105_5925	13977	unaligned
CONTIG	k105_5941	3900	unaligned
CONTIG	k105_5994	4223	unaligned
CONTIG	k105_6084	3650	unaligned
CONTIG	k105_6172	4637	unaligned
CONTIG	k105_6243	5784	unaligned
CONTIG	k105_6423	2778	unaligned
CONTIG	k105_6442	6129	unaligned
CONTIG	k105_6447	4027	unaligned
CONTIG	k105_6561	2640	unaligned
CONTIG	k105_6593	9836	unaligned
CONTIG	k105_6826	3878	unaligned
CONTIG	k105_6868	2643	unaligned
CONTIG	k105_6915	3540	unaligned
CONTIG	k105_7070	2573	unaligned
CONTIG	k105_7095	3099	unaligned
CONTIG	k105_7097	4152	unaligned
CONTIG	k105_7152	2834	unaligned
CONTIG	k105_7172	5561	unaligned
CONTIG	k105_7202	2857	unaligned
CONTIG	k105_7276	2676	unaligned
CONTIG	k105_7308	3175	unaligned
CONTIG	k105_7319	3941	unaligned
CONTIG	k105_7440	2809	unaligned
CONTIG	k105_7501	2605	unaligned
CONTIG	k105_7544	2587	unaligned
CONTIG	k105_7556	5254	unaligned
CONTIG	k105_7676	4988	unaligned
CONTIG	k105_7692	3748	unaligned
CONTIG	k105_7728	3102	unaligned
CONTIG	k105_7755	3023	unaligned
CONTIG	k105_7781	5179	unaligned
CONTIG	k105_7788	9328	unaligned
CONTIG	k105_7791	6318	unaligned
CONTIG	k105_7796	2809	unaligned
CONTIG	k105_7829	11289	unaligned
CONTIG	k105_7836	2535	unaligned
CONTIG	k105_8009	3154	unaligned
CONTIG	k105_8130	4031	unaligned
CONTIG	k105_8216	2862	unaligned
CONTIG	k105_8270	3137	unaligned
CONTIG	k105_8310	5744	unaligned
CONTIG	k105_8382	2939	unaligned
CONTIG	k105_8433	5603	unaligned
CONTIG	k105_8455	4445	unaligned
CONTIG	k105_8650	3645	unaligned
CONTIG	k105_8737	3037	unaligned
CONTIG	k105_8743	3315	unaligned
CONTIG	k105_8764	4230	unaligned
CONTIG	k105_8802	2580	unaligned
CONTIG	k105_8884	3097	unaligned
CONTIG	k105_8900	2946	unaligned
CONTIG	k105_9073	3453	unaligned
CONTIG	k105_9291	3955	unaligned
18334	18408	1797	1723	Psychroserpens_sp._PAMC_27130_NZ_JSWG01000008.1_Psychroserpens_jangbogonensis_strain_PAMC_27130_PAMC27130_S19_contig_8__whole_genome_shotgun_sequence	k105_9411	100.0		True
CONTIG	k105_9411	12566	correct_unaligned
CONTIG	k105_9443	3780	unaligned
CONTIG	k105_9494	2988	unaligned
CONTIG	k105_9537	4264	unaligned
CONTIG	k105_9567	3218	unaligned
CONTIG	k105_9582	2589	unaligned
CONTIG	k105_9730	2686	unaligned
CONTIG	k105_9834	8345	unaligned
CONTIG	k105_9851	4901	unaligned
CONTIG	k105_9890	2773	unaligned
CONTIG	k105_9913	6868	unaligned
CONTIG	k105_10021	2655	unaligned
CONTIG	k105_10066	7998	unaligned
CONTIG	k105_10080	2735	unaligned
CONTIG	k105_10146	3772	unaligned
CONTIG	k105_10195	3674	unaligned
CONTIG	k105_10248	9686	unaligned
CONTIG	k105_10376	4771	unaligned
CONTIG	k105_10405	3277	unaligned
CONTIG	k105_10411	2596	unaligned
CONTIG	k105_10460	35223	unaligned
CONTIG	k105_10506	5685	unaligned
CONTIG	k105_10521	3642	unaligned
CONTIG	k105_10599	2678	unaligned
CONTIG	k105_10679	5247	unaligned
CONTIG	k105_10684	2557	unaligned
CONTIG	k105_10765	2672	unaligned
CONTIG	k105_10804	6961	unaligned
CONTIG	k105_10897	6418	unaligned
CONTIG	k105_10904	2998	unaligned
CONTIG	k105_10946	3001	unaligned
CONTIG	k105_10958	3830	unaligned
CONTIG	k105_11005	2789	unaligned
CONTIG	k105_11138	9408	unaligned
CONTIG	k105_11203	6365	unaligned
CONTIG	k105_11269	2612	unaligned
CONTIG	k105_11295	3712	unaligned
CONTIG	k105_11338	2967	unaligned
CONTIG	k105_11344	17718	unaligned
CONTIG	k105_11380	8931	unaligned
CONTIG	k105_11410	4848	unaligned
CONTIG	k105_11482	4525	unaligned
CONTIG	k105_11609	3942	unaligned
CONTIG	k105_11722	42507	unaligned
CONTIG	k105_11763	3514	unaligned
CONTIG	k105_11811	12240	unaligned
CONTIG	k105_12002	3972	unaligned
CONTIG	k105_12003	3845	unaligned
CONTIG	k105_12016	3484	unaligned
CONTIG	k105_12039	7574	unaligned
CONTIG	k105_12088	5149	unaligned
CONTIG	k105_12163	4014	unaligned
CONTIG	k105_12169	7196	unaligned
CONTIG	k105_12252	2710	unaligned
CONTIG	k105_12273	2634	unaligned
CONTIG	k105_12327	6169	unaligned
CONTIG	k105_12371	15951	unaligned
CONTIG	k105_12385	3379	unaligned
CONTIG	k105_12395	6675	unaligned
CONTIG	k105_12514	4876	unaligned
CONTIG	k105_12535	4237	unaligned
CONTIG	k105_12749	2697	unaligned
CONTIG	k105_12961	2646	unaligned
CONTIG	k105_13167	3824	unaligned
CONTIG	k105_13337	4977	unaligned
CONTIG	k105_13512	2859	unaligned
CONTIG	k105_13585	4555	unaligned
CONTIG	k105_13803	4993	unaligned
CONTIG	k105_13851	16915	unaligned
CONTIG	k105_13873	2660	unaligned
CONTIG	k105_13903	3181	unaligned
CONTIG	k105_14027	14495	unaligned
CONTIG	k105_14094	3054	unaligned
CONTIG	k105_14186	4672	unaligned
CONTIG	k105_14303	2647	unaligned
CONTIG	k105_14387	6044	unaligned
CONTIG	k105_14453	6200	unaligned
CONTIG	k105_14515	3376	unaligned
CONTIG	k105_14641	7652	unaligned
CONTIG	k105_14738	2516	unaligned
CONTIG	k105_14767	3105	unaligned
CONTIG	k105_14785	16721	unaligned
CONTIG	k105_14851	6195	unaligned
CONTIG	k105_14861	9110	unaligned
CONTIG	k105_15027	3771	unaligned
CONTIG	k105_15097	2695	unaligned
CONTIG	k105_15102	3215	unaligned
CONTIG	k105_15244	13870	unaligned
CONTIG	k105_15296	6033	unaligned
CONTIG	k105_15364	4307	unaligned
CONTIG	k105_15390	4371	unaligned
CONTIG	k105_15540	4324	unaligned
CONTIG	k105_15553	6008	unaligned
CONTIG	k105_15577	3644	unaligned
CONTIG	k105_15613	3508	unaligned
CONTIG	k105_15689	2515	unaligned
CONTIG	k105_15711	2557	unaligned
CONTIG	k105_15721	2649	unaligned
CONTIG	k105_15836	3798	unaligned
CONTIG	k105_15860	4039	unaligned
CONTIG	k105_15974	3747	unaligned
CONTIG	k105_15976	9325	unaligned
CONTIG	k105_16065	2821	unaligned
CONTIG	k105_16109	11572	unaligned
CONTIG	k105_16131	3024	unaligned
CONTIG	k105_16213	2646	unaligned
CONTIG	k105_16229	3967	unaligned
CONTIG	k105_16496	13197	unaligned
CONTIG	k105_16601	3185	unaligned
CONTIG	k105_16649	7207	unaligned
CONTIG	k105_16792	7021	unaligned
CONTIG	k105_16827	3009	unaligned
CONTIG	k105_16931	3793	unaligned
CONTIG	k105_16945	3480	unaligned
CONTIG	k105_16999	5806	unaligned
CONTIG	k105_17147	2531	unaligned
CONTIG	k105_17277	2654	unaligned
CONTIG	k105_17350	3052	unaligned
CONTIG	k105_17356	5836	unaligned
CONTIG	k105_17391	2625	unaligned
CONTIG	k105_17430	4984	unaligned
CONTIG	k105_17562	3520	unaligned
CONTIG	k105_17606	4371	unaligned
CONTIG	k105_17693	3373	unaligned
CONTIG	k105_17865	4597	unaligned
CONTIG	k105_17956	3325	unaligned
CONTIG	k105_18080	19302	unaligned
CONTIG	k105_18360	7000	unaligned
CONTIG	k105_18376	2879	unaligned
CONTIG	k105_18442	2549	unaligned
CONTIG	k105_18479	2972	unaligned
CONTIG	k105_18643	5548	unaligned
CONTIG	k105_18882	4012	unaligned
CONTIG	k105_18905	5492	unaligned
CONTIG	k105_18970	2705	unaligned
CONTIG	k105_19075	3443	unaligned
CONTIG	k105_19139	6523	unaligned
CONTIG	k105_19266	6599	unaligned
CONTIG	k105_19388	8499	unaligned
CONTIG	k105_19438	13548	unaligned
CONTIG	k105_19482	2964	unaligned
CONTIG	k105_19614	4476	unaligned
CONTIG	k105_19689	4724	unaligned
CONTIG	k105_19740	4256	unaligned
CONTIG	k105_19781	3821	unaligned
CONTIG	k105_19878	2758	unaligned
CONTIG	k105_19902	5924	unaligned
CONTIG	k105_19921	3209	unaligned
CONTIG	k105_19937	3412	unaligned
CONTIG	k105_19969	7559	unaligned
CONTIG	k105_20172	6401	unaligned
CONTIG	k105_20253	4042	unaligned
CONTIG	k105_20496	3543	unaligned
CONTIG	k105_20537	3399	unaligned
CONTIG	k105_20541	6213	unaligned
CONTIG	k105_20860	2672	unaligned
CONTIG	k105_20879	2810	unaligned
CONTIG	k105_21116	2764	unaligned
CONTIG	k105_21149	10828	unaligned
CONTIG	k105_21343	3236	unaligned
CONTIG	k105_21430	4054	unaligned
CONTIG	k105_21738	5339	unaligned
CONTIG	k105_21763	3675	unaligned
CONTIG	k105_21790	3038	unaligned
CONTIG	k105_21940	3067	unaligned
CONTIG	k105_21952	3296	unaligned
CONTIG	k105_21984	4691	unaligned
CONTIG	k105_22156	2936	unaligned
CONTIG	k105_22205	2633	unaligned
CONTIG	k105_22488	4500	unaligned
CONTIG	k105_22512	8987	unaligned
CONTIG	k105_22540	2521	unaligned
CONTIG	k105_22608	2731	unaligned
CONTIG	k105_22678	4099	unaligned
CONTIG	k105_22760	2648	unaligned
CONTIG	k105_22823	2805	unaligned
CONTIG	k105_22827	5437	unaligned
CONTIG	k105_22989	3656	unaligned
CONTIG	k105_23115	2732	unaligned
CONTIG	k105_23177	5066	unaligned
CONTIG	k105_23349	3467	unaligned
CONTIG	k105_23456	2739	unaligned
CONTIG	k105_23460	2566	unaligned
CONTIG	k105_23486	5784	unaligned
CONTIG	k105_23698	3308	unaligned
CONTIG	k105_23733	9637	unaligned
CONTIG	k105_23742	2622	unaligned
CONTIG	k105_23745	4117	unaligned
CONTIG	k105_23757	2528	unaligned
CONTIG	k105_23782	15669	unaligned
CONTIG	k105_23797	5152	unaligned
CONTIG	k105_23823	4811	unaligned
CONTIG	k105_23961	7430	unaligned
CONTIG	k105_24030	4939	unaligned
CONTIG	k105_24301	2607	unaligned
CONTIG	k105_24380	4906	unaligned
CONTIG	k105_24404	7506	unaligned
CONTIG	k105_24420	3247	unaligned
CONTIG	k105_24462	3357	unaligned
CONTIG	k105_24502	4308	unaligned
CONTIG	k105_24620	11445	unaligned
CONTIG	k105_24640	2807	unaligned
CONTIG	k105_24685	2874	unaligned
CONTIG	k105_24707	2939	unaligned
CONTIG	k105_24828	2609	unaligned
CONTIG	k105_25011	2514	unaligned
CONTIG	k105_25042	3345	unaligned
CONTIG	k105_25160	4336	unaligned
CONTIG	k105_25310	2641	unaligned
CONTIG	k105_25318	5883	unaligned
CONTIG	k105_25407	9187	unaligned
CONTIG	k105_25471	4784	unaligned
CONTIG	k105_25481	3716	unaligned
CONTIG	k105_25486	35483	unaligned
CONTIG	k105_25573	4378	unaligned
CONTIG	k105_25597	2570	unaligned
CONTIG	k105_25621	2956	unaligned
CONTIG	k105_25653	9789	unaligned
CONTIG	k105_25721	6924	unaligned
CONTIG	k105_25733	2779	unaligned
CONTIG	k105_25800	2634	unaligned
CONTIG	k105_25808	3326	unaligned
CONTIG	k105_25812	8550	unaligned
CONTIG	k105_26056	2610	unaligned
CONTIG	k105_26107	4052	unaligned
