S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
CONTIG	k105_628	2509	unaligned
CONTIG	k105_4654	3042	unaligned
CONTIG	k105_5817	2536	unaligned
CONTIG	k105_5899	4187	unaligned
CONTIG	k105_7254	4296	unaligned
CONTIG	k105_7583	4755	unaligned
CONTIG	k105_7834	13342	unaligned
CONTIG	k105_8042	3279	unaligned
CONTIG	k105_8761	5297	unaligned
CONTIG	k105_8986	3036	unaligned
CONTIG	k105_9265	16316	unaligned
CONTIG	k105_10793	3835	unaligned
CONTIG	k105_12080	3347	unaligned
CONTIG	k105_13159	2825	unaligned
CONTIG	k105_13749	4497	unaligned
CONTIG	k105_13758	3476	unaligned
CONTIG	k105_14138	4281	unaligned
CONTIG	k105_15591	3802	unaligned
CONTIG	k105_15876	2910	unaligned
CONTIG	k105_17974	2871	unaligned
CONTIG	k105_17979	3606	unaligned
CONTIG	k105_18312	3754	unaligned
CONTIG	k105_18429	6375	unaligned
CONTIG	k105_18556	3001	unaligned
CONTIG	k105_18640	3087	unaligned
CONTIG	k105_19487	4286	unaligned
CONTIG	k105_19636	7082	unaligned
CONTIG	k105_20160	10669	unaligned
CONTIG	k105_21770	6742	unaligned
CONTIG	k105_22277	16371	unaligned
CONTIG	k105_22478	2682	unaligned
CONTIG	k105_26701	3775	unaligned
CONTIG	k105_27008	4718	unaligned
CONTIG	k105_27997	4071	unaligned
CONTIG	k105_28134	6533	unaligned
CONTIG	k105_29147	4485	unaligned
CONTIG	k105_30030	4046	unaligned
CONTIG	k105_30156	3786	unaligned
CONTIG	k105_30385	2638	unaligned
CONTIG	k105_30466	4021	unaligned
CONTIG	k105_30627	23424	unaligned
CONTIG	k105_31021	3004	unaligned
CONTIG	k105_32182	7839	unaligned
CONTIG	k105_32309	40352	unaligned
CONTIG	k105_33323	2733	unaligned
CONTIG	k105_33502	23790	unaligned
CONTIG	k105_34709	2539	unaligned
CONTIG	k105_35302	2897	unaligned
CONTIG	k105_35536	3226	unaligned
CONTIG	k105_37748	4005	unaligned
CONTIG	k105_38073	3044	unaligned
CONTIG	k105_38418	4484	unaligned
CONTIG	k105_42352	2663	unaligned
CONTIG	k105_43532	3253	unaligned
CONTIG	k105_43650	2693	unaligned
CONTIG	k105_43820	4444	unaligned
CONTIG	k105_44798	2687	unaligned
CONTIG	k105_45689	3586	unaligned
CONTIG	k105_46688	4193	unaligned
CONTIG	k105_47275	2541	unaligned
CONTIG	k105_47894	2516	unaligned
CONTIG	k105_47922	3956	unaligned
CONTIG	k105_48640	4701	unaligned
CONTIG	k105_48686	3091	unaligned
CONTIG	k105_48954	3144	unaligned
CONTIG	k105_50988	4095	unaligned
CONTIG	k105_51790	2650	unaligned
CONTIG	k105_52602	3056	unaligned
CONTIG	k105_53153	3342	unaligned
CONTIG	k105_53662	6996	unaligned
CONTIG	k105_53905	3411	unaligned
CONTIG	k105_58330	2887	unaligned
CONTIG	k105_58352	3404	unaligned
CONTIG	k105_59000	5328	unaligned
